"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"901","0 to 4",2006-10-01,"IL",2,1,82,887563,1
"902","0 to 4",2006-10-08,"IL",1,0,106,887563,1
"903","0 to 4",2006-10-15,"IL",2,1,100,887563,1
"904","0 to 4",2006-10-22,"IL",4,1,104,887563,1
"905","0 to 4",2006-10-29,"IL",3,1,111,887563,1
"906","0 to 4",2006-11-05,"IL",0,3,99,887563,1
"907","0 to 4",2006-11-12,"IL",3,5,111,887563,1
"908","0 to 4",2006-11-19,"IL",1,4,116,887563,1
"909","0 to 4",2006-11-26,"IL",2,5,178,887563,1
"910","0 to 4",2006-12-03,"IL",2,6,126,887563,1
"911","0 to 4",2006-12-10,"IL",2,8,182,887563,1
"912","0 to 4",2006-12-17,"IL",2,19,202,887563,1
"913","0 to 4",2006-12-24,"IL",2,22,257,887563,1
"914","0 to 4",2006-12-31,"IL",2,21,274,887563,1
"915","0 to 4",2007-01-07,"IL",2,17,250,887563,1
"916","0 to 4",2007-01-14,"IL",4,21,248,887563,1
"917","0 to 4",2007-01-21,"IL",2,33,231,887563,1
"918","0 to 4",2007-01-28,"IL",3,35,254,887563,1
"919","0 to 4",2007-02-04,"IL",4,44,222,887563,1
"920","0 to 4",2007-02-11,"IL",2,32,207,887563,1
"921","0 to 4",2007-02-18,"IL",4,35,200,887563,1
"922","0 to 4",2007-02-25,"IL",2,34,174,887563,1
"923","0 to 4",2007-03-04,"IL",5,29,171,887563,1
"924","0 to 4",2007-03-11,"IL",2,27,151,887563,1
"925","0 to 4",2007-03-18,"IL",0,20,130,887563,1
"926","0 to 4",2007-03-25,"IL",1,16,124,887563,1
"927","0 to 4",2007-04-01,"IL",6,12,132,887563,1
"928","0 to 4",2007-04-08,"IL",0,10,85,887563,1
"929","0 to 4",2007-04-15,"IL",3,7,111,887563,1
"930","0 to 4",2007-04-22,"IL",1,3,116,887563,1
"931","0 to 4",2007-04-29,"IL",2,5,82,887563,1
"932","0 to 4",2007-05-06,"IL",4,4,102,887563,1
"933","0 to 4",2007-05-13,"IL",5,1,80,887563,1
"934","0 to 4",2007-05-20,"IL",1,2,98,887563,1
"935","0 to 4",2007-05-27,"IL",2,2,70,887563,1
"936","0 to 4",2007-06-03,"IL",1,1,64,887563,1
"937","0 to 4",2007-06-10,"IL",1,2,69,887563,1
"938","0 to 4",2007-06-17,"IL",1,3,58,887563,1
"939","0 to 4",2007-06-24,"IL",0,3,49,887563,1
"940","0 to 4",2007-07-01,"IL",1,1,45,889396,1
"941","0 to 4",2007-07-08,"IL",2,0,43,889396,1
"942","0 to 4",2007-07-15,"IL",0,0,47,889396,1
"943","0 to 4",2007-07-22,"IL",1,0,41,889396,1
"944","0 to 4",2007-07-29,"IL",0,1,53,889396,1
"945","0 to 4",2007-08-05,"IL",0,1,47,889396,1
"946","0 to 4",2007-08-12,"IL",2,1,46,889396,1
"947","0 to 4",2007-08-19,"IL",0,0,54,889396,1
"948","0 to 4",2007-08-26,"IL",1,0,72,889396,1
"949","0 to 4",2007-09-02,"IL",0,1,79,889396,1
"950","0 to 4",2007-09-09,"IL",0,0,75,889396,1
"951","0 to 4",2007-09-16,"IL",0,1,86,889396,1
"952","0 to 4",2007-09-23,"IL",0,0,86,889396,1
"953","0 to 4",2007-09-30,"IL",5,2,101,889396,1
"954","0 to 4",2007-10-07,"IL",2,3,100,889396,1
"955","0 to 4",2007-10-14,"IL",1,4,115,889396,1
"956","0 to 4",2007-10-21,"IL",4,4,141,889396,1
"957","0 to 4",2007-10-28,"IL",5,4,116,889396,1
"958","0 to 4",2007-11-04,"IL",3,4,132,889396,1
"959","0 to 4",2007-11-11,"IL",3,2,115,889396,1
"960","0 to 4",2007-11-18,"IL",4,5,131,889396,1
"961","0 to 4",2007-11-25,"IL",1,4,132,889396,1
"962","0 to 4",2007-12-02,"IL",2,5,163,889396,1
"963","0 to 4",2007-12-09,"IL",3,9,171,889396,1
"964","0 to 4",2007-12-16,"IL",3,7,237,889396,1
"965","0 to 4",2007-12-23,"IL",1,16,250,889396,1
"966","0 to 4",2007-12-30,"IL",1,20,263,889396,1
"967","0 to 4",2008-01-06,"IL",2,19,255,889396,1
"968","0 to 4",2008-01-13,"IL",3,17,219,889396,1
"969","0 to 4",2008-01-20,"IL",8,29,232,889396,1
"970","0 to 4",2008-01-27,"IL",2,52,243,889396,1
"971","0 to 4",2008-02-03,"IL",0,73,225,889396,1
"972","0 to 4",2008-02-10,"IL",2,64,201,889396,1
"973","0 to 4",2008-02-17,"IL",2,82,169,889396,1
"974","0 to 4",2008-02-24,"IL",3,81,133,889396,1
"975","0 to 4",2008-03-02,"IL",1,61,171,889396,1
"976","0 to 4",2008-03-09,"IL",4,36,155,889396,1
"977","0 to 4",2008-03-16,"IL",5,35,118,889396,1
"978","0 to 4",2008-03-23,"IL",2,26,140,889396,1
"979","0 to 4",2008-03-30,"IL",2,24,123,889396,1
"980","0 to 4",2008-04-06,"IL",5,10,124,889396,1
"981","0 to 4",2008-04-13,"IL",1,9,109,889396,1
"982","0 to 4",2008-04-20,"IL",7,9,131,889396,1
"983","0 to 4",2008-04-27,"IL",5,4,106,889396,1
"984","0 to 4",2008-05-04,"IL",1,0,101,889396,1
"985","0 to 4",2008-05-11,"IL",3,3,97,889396,1
"986","0 to 4",2008-05-18,"IL",1,4,99,889396,1
"987","0 to 4",2008-05-25,"IL",2,1,107,889396,1
"988","0 to 4",2008-06-01,"IL",0,1,76,889396,1
"989","0 to 4",2008-06-08,"IL",1,3,69,889396,1
"990","0 to 4",2008-06-15,"IL",2,2,63,889396,1
"991","0 to 4",2008-06-22,"IL",0,6,52,889396,1
"992","0 to 4",2008-06-29,"IL",2,1,49,889396,1
"993","0 to 4",2008-07-06,"IL",0,2,36,892349,1
"994","0 to 4",2008-07-13,"IL",0,1,42,892349,1
"995","0 to 4",2008-07-20,"IL",1,0,42,892349,1
"996","0 to 4",2008-07-27,"IL",2,0,48,892349,1
"997","0 to 4",2008-08-03,"IL",1,1,45,892349,1
"998","0 to 4",2008-08-10,"IL",0,1,33,892349,1
"999","0 to 4",2008-08-17,"IL",2,1,44,892349,1
"1000","0 to 4",2008-08-24,"IL",0,0,71,892349,1
"1001","0 to 4",2008-08-31,"IL",1,2,66,892349,1
"1002","0 to 4",2008-09-07,"IL",0,1,66,892349,1
"1003","0 to 4",2008-09-14,"IL",1,0,91,892349,1
"1004","0 to 4",2008-09-21,"IL",2,0,68,892349,1
"1005","0 to 4",2008-09-28,"IL",3,1,77,892349,1
"1006","0 to 4",2008-10-05,"IL",0,3,69,892349,1
"1007","0 to 4",2008-10-12,"IL",4,2,76,892349,1
"1008","0 to 4",2008-10-19,"IL",1,3,90,892349,1
"1009","0 to 4",2008-10-26,"IL",2,3,91,892349,1
"1010","0 to 4",2008-11-02,"IL",2,4,89,892349,1
"1011","0 to 4",2008-11-09,"IL",0,2,92,892349,1
"1012","0 to 4",2008-11-16,"IL",2,6,109,892349,1
"1013","0 to 4",2008-11-23,"IL",2,1,104,892349,1
"1014","0 to 4",2008-11-30,"IL",3,4,132,892349,1
"1015","0 to 4",2008-12-07,"IL",1,2,136,892349,1
"1016","0 to 4",2008-12-14,"IL",3,3,161,892349,1
"1017","0 to 4",2008-12-21,"IL",2,10,170,892349,1
"1018","0 to 4",2008-12-28,"IL",4,5,197,892349,1
"1019","0 to 4",2009-01-04,"IL",3,5,188,892349,1
"1020","0 to 4",2009-01-11,"IL",2,11,189,892349,1
"1021","0 to 4",2009-01-18,"IL",5,10,181,892349,1
"1022","0 to 4",2009-01-25,"IL",3,16,179,892349,1
"1023","0 to 4",2009-02-01,"IL",8,14,187,892349,1
"1024","0 to 4",2009-02-08,"IL",4,16,223,892349,1
"1025","0 to 4",2009-02-15,"IL",2,19,179,892349,1
"1026","0 to 4",2009-02-22,"IL",2,34,145,892349,1
"1027","0 to 4",2009-03-01,"IL",3,24,134,892349,1
"1028","0 to 4",2009-03-08,"IL",1,46,136,892349,1
"1029","0 to 4",2009-03-15,"IL",0,28,143,892349,1
"1030","0 to 4",2009-03-22,"IL",4,33,135,892349,1
"1031","0 to 4",2009-03-29,"IL",2,20,126,892349,1
"1032","0 to 4",2009-04-05,"IL",3,17,104,892349,1
"1033","0 to 4",2009-04-12,"IL",1,22,105,892349,1
"1034","0 to 4",2009-04-19,"IL",2,10,108,892349,1
"1035","0 to 4",2009-04-26,"IL",5,20,114,892349,1
"1036","0 to 4",2009-05-03,"IL",5,27,91,892349,1
"1037","0 to 4",2009-05-10,"IL",1,18,99,892349,1
"1038","0 to 4",2009-05-17,"IL",1,25,89,892349,1
"1039","0 to 4",2009-05-24,"IL",1,34,100,892349,1
"1040","0 to 4",2009-05-31,"IL",0,32,59,892349,1
"1041","0 to 4",2009-06-07,"IL",0,35,79,892349,1
"1042","0 to 4",2009-06-14,"IL",0,27,53,892349,1
"1043","0 to 4",2009-06-21,"IL",0,19,49,892349,1
"1044","0 to 4",2009-06-28,"IL",0,7,30,892349,1
"1045","0 to 4",2009-07-05,"IL",1,3,31,893952,1
"1046","0 to 4",2009-07-12,"IL",1,0,44,893952,1
"1047","0 to 4",2009-07-19,"IL",3,3,37,893952,1
"1048","0 to 4",2009-07-26,"IL",0,0,39,893952,1
"1049","0 to 4",2009-08-02,"IL",0,1,31,893952,1
"1050","0 to 4",2009-08-09,"IL",2,3,43,893952,1
"1051","0 to 4",2009-08-16,"IL",0,1,46,893952,1
"1052","0 to 4",2009-08-23,"IL",0,1,49,893952,1
"1053","0 to 4",2009-08-30,"IL",0,5,80,893952,1
"1054","0 to 4",2009-09-06,"IL",0,5,87,893952,1
"1055","0 to 4",2009-09-13,"IL",2,6,99,893952,1
"1056","0 to 4",2009-09-20,"IL",2,9,79,893952,1
"1057","0 to 4",2009-09-27,"IL",1,10,86,893952,1
"1058","0 to 4",2009-10-04,"IL",1,23,84,893952,1
"1059","0 to 4",2009-10-11,"IL",3,48,99,893952,1
"1060","0 to 4",2009-10-18,"IL",1,101,102,893952,1
"1061","0 to 4",2009-10-25,"IL",3,112,115,893952,1
"1062","0 to 4",2009-11-01,"IL",2,121,106,893952,1
"1063","0 to 4",2009-11-08,"IL",2,68,124,893952,1
"1064","0 to 4",2009-11-15,"IL",3,61,120,893952,1
"1065","0 to 4",2009-11-22,"IL",4,30,124,893952,1
"1066","0 to 4",2009-11-29,"IL",1,17,135,893952,1
"1067","0 to 4",2009-12-06,"IL",2,20,163,893952,1
"1068","0 to 4",2009-12-13,"IL",2,19,169,893952,1
"1069","65 plus",1989-07-02,"IL",11,3,535,1419232,2
"1070","65 plus",1989-07-09,"IL",9,4,587,1419232,2
"1071","65 plus",1989-07-16,"IL",11,0,537,1419232,2
"1072","65 plus",1989-07-23,"IL",15,1,472,1419232,2
"1073","65 plus",1989-07-30,"IL",10,5,531,1419232,2
"1074","65 plus",1989-08-06,"IL",11,2,486,1419232,2
"1075","65 plus",1989-08-13,"IL",21,4,546,1419232,2
"1076","65 plus",1989-08-20,"IL",19,3,585,1419232,2
"1077","65 plus",1989-08-27,"IL",18,3,549,1419232,2
"1078","65 plus",1989-09-03,"IL",23,1,562,1419232,2
"1079","65 plus",1989-09-10,"IL",20,2,550,1419232,2
"1080","65 plus",1989-09-17,"IL",25,3,616,1419232,2
"1081","65 plus",1989-09-24,"IL",29,1,633,1419232,2
"1082","65 plus",1989-10-01,"IL",25,5,666,1419232,2
"1083","65 plus",1989-10-08,"IL",30,7,658,1419232,2
"1084","65 plus",1989-10-15,"IL",29,2,681,1419232,2
"1085","65 plus",1989-10-22,"IL",37,8,651,1419232,2
"1086","65 plus",1989-10-29,"IL",35,5,665,1419232,2
"1087","65 plus",1989-11-05,"IL",28,7,701,1419232,2
"1088","65 plus",1989-11-12,"IL",25,5,670,1419232,2
"1089","65 plus",1989-11-19,"IL",27,8,634,1419232,2
"1090","65 plus",1989-11-26,"IL",31,9,769,1419232,2
"1091","65 plus",1989-12-03,"IL",31,11,769,1419232,2
"1092","65 plus",1989-12-10,"IL",30,23,818,1419232,2
"1093","65 plus",1989-12-17,"IL",49,50,1061,1419232,2
"1094","65 plus",1989-12-24,"IL",88,111,1757,1419232,2
"1095","65 plus",1989-12-31,"IL",82,164,1890,1419232,2
"1096","65 plus",1990-01-07,"IL",69,142,1380,1419232,2
"1097","65 plus",1990-01-14,"IL",64,133,1194,1419232,2
"1098","65 plus",1990-01-21,"IL",56,87,937,1419232,2
"1099","65 plus",1990-01-28,"IL",59,89,930,1419232,2
"1100","65 plus",1990-02-04,"IL",47,45,898,1419232,2
"1101","65 plus",1990-02-11,"IL",43,32,837,1419232,2
"1102","65 plus",1990-02-18,"IL",34,18,888,1419232,2
"1103","65 plus",1990-02-25,"IL",39,16,796,1419232,2
"1104","65 plus",1990-03-04,"IL",42,10,794,1419232,2
"1105","65 plus",1990-03-11,"IL",30,8,843,1419232,2
"1106","65 plus",1990-03-18,"IL",39,6,777,1419232,2
"1107","65 plus",1990-03-25,"IL",35,11,767,1419232,2
"1108","65 plus",1990-04-01,"IL",41,5,804,1419232,2
"1109","65 plus",1990-04-08,"IL",35,6,826,1419232,2
"1110","65 plus",1990-04-15,"IL",40,4,805,1419232,2
"1111","65 plus",1990-04-22,"IL",40,3,906,1419232,2
"1112","65 plus",1990-04-29,"IL",36,3,719,1419232,2
"1113","65 plus",1990-05-06,"IL",17,1,660,1419232,2
"1114","65 plus",1990-05-13,"IL",30,2,717,1419232,2
"1115","65 plus",1990-05-20,"IL",23,2,744,1419232,2
"1116","65 plus",1990-05-27,"IL",19,7,700,1419232,2
"1117","65 plus",1990-06-03,"IL",22,3,716,1419232,2
"1118","65 plus",1990-06-10,"IL",33,6,701,1419232,2
"1119","65 plus",1990-06-17,"IL",15,1,601,1419232,2
"1120","65 plus",1990-06-24,"IL",20,3,608,1419232,2
"1121","65 plus",1990-07-01,"IL",16,3,621,1434151,2
"1122","65 plus",1990-07-08,"IL",19,3,596,1434151,2
"1123","65 plus",1990-07-15,"IL",21,7,553,1434151,2
"1124","65 plus",1990-07-22,"IL",16,1,554,1434151,2
"1125","65 plus",1990-07-29,"IL",22,5,588,1434151,2
"1126","65 plus",1990-08-05,"IL",14,3,559,1434151,2
"1127","65 plus",1990-08-12,"IL",16,2,581,1434151,2
"1128","65 plus",1990-08-19,"IL",9,3,552,1434151,2
"1129","65 plus",1990-08-26,"IL",11,2,575,1434151,2
"1130","65 plus",1990-09-02,"IL",12,2,618,1434151,2
"1131","65 plus",1990-09-09,"IL",25,4,629,1434151,2
"1132","65 plus",1990-09-16,"IL",26,5,669,1434151,2
"1133","65 plus",1990-09-23,"IL",29,6,739,1434151,2
"1134","65 plus",1990-09-30,"IL",31,6,868,1434151,2
"1135","65 plus",1990-10-07,"IL",33,8,827,1434151,2
"1136","65 plus",1990-10-14,"IL",39,4,803,1434151,2
"1137","65 plus",1990-10-21,"IL",34,7,762,1434151,2
"1138","65 plus",1990-10-28,"IL",42,5,787,1434151,2
"1139","65 plus",1990-11-04,"IL",40,6,773,1434151,2
"1140","65 plus",1990-11-11,"IL",38,5,799,1434151,2
"1141","65 plus",1990-11-18,"IL",35,14,762,1434151,2
"1142","65 plus",1990-11-25,"IL",46,8,766,1434151,2
"1143","65 plus",1990-12-02,"IL",34,7,778,1434151,2
"1144","65 plus",1990-12-09,"IL",22,9,717,1434151,2
"1145","65 plus",1990-12-16,"IL",42,8,818,1434151,2
"1146","65 plus",1990-12-23,"IL",59,9,917,1434151,2
"1147","65 plus",1990-12-30,"IL",37,16,945,1434151,2
"1148","65 plus",1991-01-06,"IL",37,9,899,1434151,2
"1149","65 plus",1991-01-13,"IL",45,8,868,1434151,2
"1150","65 plus",1991-01-20,"IL",36,7,867,1434151,2
"1151","65 plus",1991-01-27,"IL",47,14,910,1434151,2
"1152","65 plus",1991-02-03,"IL",56,22,1067,1434151,2
"1153","65 plus",1991-02-10,"IL",51,25,1030,1434151,2
"1154","65 plus",1991-02-17,"IL",62,28,1230,1434151,2
"1155","65 plus",1991-02-24,"IL",74,18,1148,1434151,2
"1156","65 plus",1991-03-03,"IL",61,28,1100,1434151,2
"1157","65 plus",1991-03-10,"IL",55,14,1030,1434151,2
"1158","65 plus",1991-03-17,"IL",58,17,1097,1434151,2
"1159","65 plus",1991-03-24,"IL",45,13,956,1434151,2
"1160","65 plus",1991-03-31,"IL",47,11,881,1434151,2
"1161","65 plus",1991-04-07,"IL",35,11,927,1434151,2
"1162","65 plus",1991-04-14,"IL",39,1,842,1434151,2
"1163","65 plus",1991-04-21,"IL",44,5,843,1434151,2
"1164","65 plus",1991-04-28,"IL",54,5,872,1434151,2
"1165","65 plus",1991-05-05,"IL",38,4,828,1434151,2
"1166","65 plus",1991-05-12,"IL",42,1,885,1434151,2
"1167","65 plus",1991-05-19,"IL",27,5,803,1434151,2
"1168","65 plus",1991-05-26,"IL",31,5,775,1434151,2
"1169","65 plus",1991-06-02,"IL",31,0,707,1434151,2
"1170","65 plus",1991-06-09,"IL",23,2,735,1434151,2
"1171","65 plus",1991-06-16,"IL",24,4,703,1434151,2
"1172","65 plus",1991-06-23,"IL",23,1,637,1434151,2
"1173","65 plus",1991-06-30,"IL",24,1,633,1434151,2
"1174","65 plus",1991-07-07,"IL",20,1,662,1450991,2
"1175","65 plus",1991-07-14,"IL",19,2,606,1450991,2
"1176","65 plus",1991-07-21,"IL",14,1,601,1450991,2
"1177","65 plus",1991-07-28,"IL",20,3,618,1450991,2
"1178","65 plus",1991-08-04,"IL",14,4,591,1450991,2
"1179","65 plus",1991-08-11,"IL",20,3,577,1450991,2
"1180","65 plus",1991-08-18,"IL",20,4,622,1450991,2
"1181","65 plus",1991-08-25,"IL",24,2,565,1450991,2
"1182","65 plus",1991-09-01,"IL",14,5,571,1450991,2
"1183","65 plus",1991-09-08,"IL",14,6,654,1450991,2
"1184","65 plus",1991-09-15,"IL",20,4,595,1450991,2
"1185","65 plus",1991-09-22,"IL",22,6,656,1450991,2
"1186","65 plus",1991-09-29,"IL",37,2,760,1450991,2
"1187","65 plus",1991-10-06,"IL",28,7,760,1450991,2
"1188","65 plus",1991-10-13,"IL",35,9,743,1450991,2
"1189","65 plus",1991-10-20,"IL",44,4,790,1450991,2
"1190","65 plus",1991-10-27,"IL",28,5,661,1450991,2
"1191","65 plus",1991-11-03,"IL",29,4,725,1450991,2
"1192","65 plus",1991-11-10,"IL",27,8,811,1450991,2
"1193","65 plus",1991-11-17,"IL",32,15,781,1450991,2
"1194","65 plus",1991-11-24,"IL",43,30,790,1450991,2
"1195","65 plus",1991-12-01,"IL",50,57,1022,1450991,2
"1196","65 plus",1991-12-08,"IL",39,130,1278,1450991,2
"1197","65 plus",1991-12-15,"IL",48,168,1326,1450991,2
"1198","65 plus",1991-12-22,"IL",68,166,1537,1450991,2
"1199","65 plus",1991-12-29,"IL",84,156,1710,1450991,2
"1200","65 plus",1992-01-05,"IL",58,89,1300,1450991,2
"1201","65 plus",1992-01-12,"IL",23,27,878,1450991,2
"1202","65 plus",1992-01-19,"IL",34,16,833,1450991,2
"1203","65 plus",1992-01-26,"IL",38,11,883,1450991,2
"1204","65 plus",1992-02-02,"IL",35,10,806,1450991,2
"1205","65 plus",1992-02-09,"IL",47,9,818,1450991,2
"1206","65 plus",1992-02-16,"IL",37,8,870,1450991,2
"1207","65 plus",1992-02-23,"IL",53,7,904,1450991,2
"1208","65 plus",1992-03-01,"IL",54,7,884,1450991,2
"1209","65 plus",1992-03-08,"IL",40,5,881,1450991,2
"1210","65 plus",1992-03-15,"IL",46,5,866,1450991,2
"1211","65 plus",1992-03-22,"IL",43,4,875,1450991,2
"1212","65 plus",1992-03-29,"IL",48,3,877,1450991,2
"1213","65 plus",1992-04-05,"IL",43,4,906,1450991,2
"1214","65 plus",1992-04-12,"IL",32,1,918,1450991,2
"1215","65 plus",1992-04-19,"IL",42,8,909,1450991,2
"1216","65 plus",1992-04-26,"IL",37,2,868,1450991,2
