"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"2507","all ages",1996-08-04,"IL",70,2,1215,11953003,3
"2508","all ages",1996-08-11,"IL",69,1,1147,11953003,3
"2509","all ages",1996-08-18,"IL",67,4,1194,11953003,3
"2510","all ages",1996-08-25,"IL",78,3,1229,11953003,3
"2511","all ages",1996-09-01,"IL",68,2,1285,11953003,3
"2512","all ages",1996-09-08,"IL",69,6,1233,11953003,3
"2513","all ages",1996-09-15,"IL",72,11,1474,11953003,3
"2514","all ages",1996-09-22,"IL",88,6,1536,11953003,3
"2515","all ages",1996-09-29,"IL",95,7,1639,11953003,3
"2516","all ages",1996-10-06,"IL",100,7,1580,11953003,3
"2517","all ages",1996-10-13,"IL",104,12,1711,11953003,3
"2518","all ages",1996-10-20,"IL",101,8,1575,11953003,3
"2519","all ages",1996-10-27,"IL",99,10,1583,11953003,3
"2520","all ages",1996-11-03,"IL",126,21,1832,11953003,3
"2521","all ages",1996-11-10,"IL",128,37,2067,11953003,3
"2522","all ages",1996-11-17,"IL",148,64,2337,11953003,3
"2523","all ages",1996-11-24,"IL",148,82,2431,11953003,3
"2524","all ages",1996-12-01,"IL",178,144,2871,11953003,3
"2525","all ages",1996-12-08,"IL",127,104,2411,11953003,3
"2526","all ages",1996-12-15,"IL",166,128,2181,11953003,3
"2527","all ages",1996-12-22,"IL",153,135,2421,11953003,3
"2528","all ages",1996-12-29,"IL",195,144,2766,11953003,3
"2529","all ages",1997-01-05,"IL",140,47,2137,11953003,3
"2530","all ages",1997-01-12,"IL",109,35,1903,11953003,3
"2531","all ages",1997-01-19,"IL",101,15,1827,11953003,3
"2532","all ages",1997-01-26,"IL",89,15,1720,11953003,3
"2533","all ages",1997-02-02,"IL",97,26,1898,11953003,3
"2534","all ages",1997-02-09,"IL",125,26,2069,11953003,3
"2535","all ages",1997-02-16,"IL",127,36,2203,11953003,3
"2536","all ages",1997-02-23,"IL",151,22,2220,11953003,3
"2537","all ages",1997-03-02,"IL",143,27,2182,11953003,3
"2538","all ages",1997-03-09,"IL",144,20,2311,11953003,3
"2539","all ages",1997-03-16,"IL",128,19,2198,11953003,3
"2540","all ages",1997-03-23,"IL",131,11,2124,11953003,3
"2541","all ages",1997-03-30,"IL",141,14,2097,11953003,3
"2542","all ages",1997-04-06,"IL",115,9,1997,11953003,3
"2543","all ages",1997-04-13,"IL",93,8,1731,11953003,3
"2544","all ages",1997-04-20,"IL",129,5,1809,11953003,3
"2545","all ages",1997-04-27,"IL",99,4,1684,11953003,3
"2546","all ages",1997-05-04,"IL",122,11,1638,11953003,3
"2547","all ages",1997-05-11,"IL",115,7,1717,11953003,3
"2548","all ages",1997-05-18,"IL",122,6,1680,11953003,3
"2549","all ages",1997-05-25,"IL",97,6,1568,11953003,3
"2550","all ages",1997-06-01,"IL",107,3,1549,11953003,3
"2551","all ages",1997-06-08,"IL",80,6,1368,11953003,3
"2552","all ages",1997-06-15,"IL",84,7,1439,11953003,3
"2553","all ages",1997-06-22,"IL",74,6,1296,11953003,3
"2554","all ages",1997-06-29,"IL",75,4,1168,11953003,3
"2555","all ages",1997-07-06,"IL",61,4,1229,12011509,3
"2556","all ages",1997-07-13,"IL",69,2,1165,12011509,3
"2557","all ages",1997-07-20,"IL",70,1,1260,12011509,3
"2558","all ages",1997-07-27,"IL",49,1,1143,12011509,3
"2559","all ages",1997-08-03,"IL",62,4,1209,12011509,3
"2560","all ages",1997-08-10,"IL",58,5,1205,12011509,3
"2561","all ages",1997-08-17,"IL",77,2,1285,12011509,3
"2562","all ages",1997-08-24,"IL",59,6,1384,12011509,3
"2563","all ages",1997-08-31,"IL",72,2,1393,12011509,3
"2564","all ages",1997-09-07,"IL",72,8,1505,12011509,3
"2565","all ages",1997-09-14,"IL",78,3,1543,12011509,3
"2566","all ages",1997-09-21,"IL",66,2,1501,12011509,3
"2567","all ages",1997-09-28,"IL",61,5,1566,12011509,3
"2568","all ages",1997-10-05,"IL",85,7,1525,12011509,3
"2569","all ages",1997-10-12,"IL",67,5,1422,12011509,3
"2570","all ages",1997-10-19,"IL",64,8,1470,12011509,3
"2571","all ages",1997-10-26,"IL",77,11,1644,12011509,3
"2572","all ages",1997-11-02,"IL",78,11,1531,12011509,3
"2573","all ages",1997-11-09,"IL",108,18,1658,12011509,3
"2574","all ages",1997-11-16,"IL",90,12,1616,12011509,3
"2575","all ages",1997-11-23,"IL",78,10,1632,12011509,3
"2576","all ages",1997-11-30,"IL",108,10,1821,12011509,3
"2577","all ages",1997-12-07,"IL",105,6,1895,12011509,3
"2578","all ages",1997-12-14,"IL",88,21,1874,12011509,3
"2579","all ages",1997-12-21,"IL",120,38,2183,12011509,3
"2580","all ages",1997-12-28,"IL",165,91,2917,12011509,3
"2581","all ages",1998-01-04,"IL",126,79,2742,12011509,3
"2582","all ages",1998-01-11,"IL",68,71,2281,12011509,3
"2583","all ages",1998-01-18,"IL",84,153,2585,12011509,3
"2584","all ages",1998-01-25,"IL",112,195,2856,12011509,3
"2585","all ages",1998-02-01,"IL",111,181,2979,12011509,3
"2586","all ages",1998-02-08,"IL",111,183,2821,12011509,3
"2587","all ages",1998-02-15,"IL",131,121,2603,12011509,3
"2588","all ages",1998-02-22,"IL",110,77,2317,12011509,3
"2589","all ages",1998-03-01,"IL",86,31,2001,12011509,3
"2590","all ages",1998-03-08,"IL",89,22,1851,12011509,3
"2591","all ages",1998-03-15,"IL",84,33,1878,12011509,3
"2592","all ages",1998-03-22,"IL",89,18,1840,12011509,3
"2593","all ages",1998-03-29,"IL",68,9,1680,12011509,3
"2594","all ages",1998-04-05,"IL",64,4,1544,12011509,3
"2595","all ages",1998-04-12,"IL",80,11,1626,12011509,3
"2596","all ages",1998-04-19,"IL",67,9,1552,12011509,3
"2597","all ages",1998-04-26,"IL",65,9,1574,12011509,3
"2598","all ages",1998-05-03,"IL",53,9,1515,12011509,3
"2599","all ages",1998-05-10,"IL",49,10,1496,12011509,3
"2600","all ages",1998-05-17,"IL",50,1,1413,12011509,3
"2601","all ages",1998-05-24,"IL",54,4,1384,12011509,3
"2602","all ages",1998-05-31,"IL",40,2,1368,12011509,3
"2603","all ages",1998-06-07,"IL",45,3,1454,12011509,3
"2604","all ages",1998-06-14,"IL",45,3,1361,12011509,3
"2605","all ages",1998-06-21,"IL",43,2,1340,12011509,3
"2606","all ages",1998-06-28,"IL",41,3,1288,12011509,3
"2607","all ages",1998-07-05,"IL",40,6,1363,12069774,3
"2608","all ages",1998-07-12,"IL",45,4,1377,12069774,3
"2609","all ages",1998-07-19,"IL",34,5,1359,12069774,3
"2610","all ages",1998-07-26,"IL",35,6,1305,12069774,3
"2611","all ages",1998-08-02,"IL",28,5,1359,12069774,3
"2612","all ages",1998-08-09,"IL",36,5,1365,12069774,3
"2613","all ages",1998-08-16,"IL",35,4,1375,12069774,3
"2614","all ages",1998-08-23,"IL",33,6,1384,12069774,3
"2615","all ages",1998-08-30,"IL",39,7,1369,12069774,3
"2616","all ages",1998-09-06,"IL",37,8,1528,12069774,3
"2617","all ages",1998-09-13,"IL",58,5,1475,12069774,3
"2618","all ages",1998-09-20,"IL",43,9,1470,12069774,3
"2619","all ages",1998-09-27,"IL",48,5,1571,12069774,3
"2620","all ages",1998-10-04,"IL",51,6,1632,12069774,3
"2621","all ages",1998-10-11,"IL",48,8,1779,12069774,3
"2622","all ages",1998-10-18,"IL",58,7,1849,12069774,3
"2623","all ages",1998-10-25,"IL",70,14,1914,12069774,3
"2624","all ages",1998-11-01,"IL",59,7,1929,12069774,3
"2625","all ages",1998-11-08,"IL",67,12,2055,12069774,3
"2626","all ages",1998-11-15,"IL",77,17,2000,12069774,3
"2627","all ages",1998-11-22,"IL",80,8,2065,12069774,3
"2628","all ages",1998-11-29,"IL",103,16,2288,12069774,3
"2629","all ages",1998-12-06,"IL",92,9,2096,12069774,3
"2630","all ages",1998-12-13,"IL",83,12,2193,12069774,3
"2631","all ages",1998-12-20,"IL",102,15,2158,12069774,3
"2632","all ages",1998-12-27,"IL",146,21,2661,12069774,3
"2633","all ages",1999-01-03,"IL",121,22,2770,12069774,3
"2634","all ages",1999-01-10,"IL",77,34,2376,12069774,3
"2635","all ages",1999-01-17,"IL",65,45,2411,12069774,3
"2636","all ages",1999-01-24,"IL",74,81,2638,12069774,3
"2637","all ages",1999-01-31,"IL",86,139,2938,12069774,3
"2638","all ages",1999-02-07,"IL",95,218,3158,12069774,3
"2639","all ages",1999-02-14,"IL",119,240,3256,12069774,3
"2640","all ages",1999-02-21,"IL",140,261,3179,12069774,3
"2641","all ages",1999-02-28,"IL",129,285,3129,12069774,3
"2642","all ages",1999-03-07,"IL",97,177,2752,12069774,3
"2643","all ages",1999-03-14,"IL",82,122,2441,12069774,3
"2644","all ages",1999-03-21,"IL",80,71,2308,12069774,3
"2645","all ages",1999-03-28,"IL",75,53,2161,12069774,3
"2646","all ages",1999-04-04,"IL",62,26,1950,12069774,3
"2647","all ages",1999-04-11,"IL",40,14,1716,12069774,3
"2648","all ages",1999-04-18,"IL",43,13,1701,12069774,3
"2649","all ages",1999-04-25,"IL",41,12,1638,12069774,3
"2650","all ages",1999-05-02,"IL",62,8,1680,12069774,3
"2651","all ages",1999-05-09,"IL",67,6,1601,12069774,3
"2652","all ages",1999-05-16,"IL",41,2,1541,12069774,3
"2653","all ages",1999-05-23,"IL",57,4,1493,12069774,3
"2654","all ages",1999-05-30,"IL",49,3,1486,12069774,3
"2655","all ages",1999-06-06,"IL",30,4,1452,12069774,3
"2656","all ages",1999-06-13,"IL",40,5,1379,12069774,3
"2657","all ages",1999-06-20,"IL",38,2,1444,12069774,3
"2658","all ages",1999-06-27,"IL",25,3,1346,12069774,3
"2659","all ages",1999-07-04,"IL",30,9,1288,12128370,3
"2660","all ages",1999-07-11,"IL",33,6,1273,12128370,3
"2661","all ages",1999-07-18,"IL",32,2,1255,12128370,3
"2662","all ages",1999-07-25,"IL",21,7,1251,12128370,3
"2663","all ages",1999-08-01,"IL",24,1,1261,12128370,3
"2664","all ages",1999-08-08,"IL",37,4,1254,12128370,3
"2665","all ages",1999-08-15,"IL",20,3,1261,12128370,3
"2666","all ages",1999-08-22,"IL",24,2,1366,12128370,3
"2667","all ages",1999-08-29,"IL",31,2,1309,12128370,3
"2668","all ages",1999-09-05,"IL",30,6,1405,12128370,3
"2669","all ages",1999-09-12,"IL",42,6,1386,12128370,3
"2670","all ages",1999-09-19,"IL",51,8,1612,12128370,3
"2671","all ages",1999-09-26,"IL",51,5,1482,12128370,3
"2672","all ages",1999-10-03,"IL",49,14,1638,12128370,3
"2673","all ages",1999-10-10,"IL",53,15,1640,12128370,3
"2674","all ages",1999-10-17,"IL",40,10,1565,12128370,3
"2675","all ages",1999-10-24,"IL",56,16,1638,12128370,3
"2676","all ages",1999-10-31,"IL",62,21,1791,12128370,3
"2677","all ages",1999-11-07,"IL",47,37,1860,12128370,3
"2678","all ages",1999-11-14,"IL",67,35,1835,12128370,3
"2679","all ages",1999-11-21,"IL",70,46,1907,12128370,3
"2680","all ages",1999-11-28,"IL",83,95,2219,12128370,3
"2681","all ages",1999-12-05,"IL",90,138,2375,12128370,3
"2682","all ages",1999-12-12,"IL",79,224,2782,12128370,3
"2683","all ages",1999-12-19,"IL",109,386,3180,12128370,3
"2684","all ages",1999-12-26,"IL",201,827,4634,12128370,3
"2685","all ages",2000-01-02,"IL",193,833,4116,12128370,3
"2686","all ages",2000-01-09,"IL",110,476,2977,12128370,3
"2687","all ages",2000-01-16,"IL",65,227,2494,12128370,3
"2688","all ages",2000-01-23,"IL",79,144,2304,12128370,3
"2689","all ages",2000-01-30,"IL",73,89,2041,12128370,3
"2690","all ages",2000-02-06,"IL",66,57,2102,12128370,3
"2691","all ages",2000-02-13,"IL",71,51,2080,12128370,3
"2692","all ages",2000-02-20,"IL",83,40,2061,12128370,3
"2693","all ages",2000-02-27,"IL",77,24,1967,12128370,3
"2694","all ages",2000-03-05,"IL",53,18,1891,12128370,3
"2695","all ages",2000-03-12,"IL",56,9,1767,12128370,3
"2696","all ages",2000-03-19,"IL",60,11,1833,12128370,3
"2697","all ages",2000-03-26,"IL",66,8,1766,12128370,3
"2698","all ages",2000-04-02,"IL",88,8,1863,12128370,3
"2699","all ages",2000-04-09,"IL",74,7,1797,12128370,3
"2700","all ages",2000-04-16,"IL",69,5,1771,12128370,3
"2701","all ages",2000-04-23,"IL",74,4,1792,12128370,3
"2702","all ages",2000-04-30,"IL",71,5,1771,12128370,3
"2703","all ages",2000-05-07,"IL",47,6,1618,12128370,3
"2704","all ages",2000-05-14,"IL",44,5,1499,12128370,3
"2705","all ages",2000-05-21,"IL",46,7,1569,12128370,3
"2706","all ages",2000-05-28,"IL",44,3,1455,12128370,3
"2707","all ages",2000-06-04,"IL",33,3,1513,12128370,3
"2708","all ages",2000-06-11,"IL",44,2,1378,12128370,3
"2709","all ages",2000-06-18,"IL",39,2,1474,12128370,3
"2710","all ages",2000-06-25,"IL",39,3,1458,12128370,3
"2711","all ages",2000-07-02,"IL",33,4,1377,12437645,3
"2712","all ages",2000-07-09,"IL",26,4,1415,12437645,3
"2713","all ages",2000-07-16,"IL",31,4,1276,12437645,3
"2714","all ages",2000-07-23,"IL",23,3,1344,12437645,3
"2715","all ages",2000-07-30,"IL",31,5,1381,12437645,3
"2716","all ages",2000-08-06,"IL",22,2,1378,12437645,3
"2717","all ages",2000-08-13,"IL",22,4,1317,12437645,3
"2718","all ages",2000-08-20,"IL",25,2,1377,12437645,3
"2719","all ages",2000-08-27,"IL",26,1,1520,12437645,3
"2720","all ages",2000-09-03,"IL",35,6,1572,12437645,3
"2721","all ages",2000-09-10,"IL",40,3,1669,12437645,3
"2722","all ages",2000-09-17,"IL",37,3,1723,12437645,3
"2723","all ages",2000-09-24,"IL",35,10,1632,12437645,3
"2724","all ages",2000-10-01,"IL",40,6,1627,12437645,3
"2725","all ages",2000-10-08,"IL",40,3,1620,12437645,3
"2726","all ages",2000-10-15,"IL",35,1,1657,12437645,3
"2727","all ages",2000-10-22,"IL",43,7,1541,12437645,3
"2728","all ages",2000-10-29,"IL",31,8,1631,12437645,3
"2729","all ages",2000-11-05,"IL",66,16,1750,12437645,3
"2730","all ages",2000-11-12,"IL",59,17,1704,12437645,3
"2731","all ages",2000-11-19,"IL",61,18,1690,12437645,3
"2732","all ages",2000-11-26,"IL",66,27,2036,12437645,3
"2733","all ages",2000-12-03,"IL",69,19,2004,12437645,3
"2734","all ages",2000-12-10,"IL",55,25,1861,12437645,3
"2735","all ages",2000-12-17,"IL",64,38,1975,12437645,3
"2736","all ages",2000-12-24,"IL",74,37,2083,12437645,3
"2737","all ages",2000-12-31,"IL",70,52,2339,12437645,3
"2738","all ages",2001-01-07,"IL",63,47,2164,12437645,3
"2739","all ages",2001-01-14,"IL",48,50,2006,12437645,3
"2740","all ages",2001-01-21,"IL",43,75,2052,12437645,3
"2741","all ages",2001-01-28,"IL",79,61,2212,12437645,3
"2742","all ages",2001-02-04,"IL",63,90,2254,12437645,3
"2743","all ages",2001-02-11,"IL",54,81,2272,12437645,3
"2744","all ages",2001-02-18,"IL",64,70,2250,12437645,3
"2745","all ages",2001-02-25,"IL",70,68,2382,12437645,3
"2746","all ages",2001-03-04,"IL",71,62,2383,12437645,3
"2747","all ages",2001-03-11,"IL",71,32,2327,12437645,3
"2748","all ages",2001-03-18,"IL",74,22,2234,12437645,3
"2749","all ages",2001-03-25,"IL",74,20,2063,12437645,3
"2750","all ages",2001-04-01,"IL",63,11,2172,12437645,3
"2751","all ages",2001-04-08,"IL",54,4,1951,12437645,3
"2752","all ages",2001-04-15,"IL",66,9,1970,12437645,3
"2753","all ages",2001-04-22,"IL",66,6,1876,12437645,3
"2754","all ages",2001-04-29,"IL",55,4,1797,12437645,3
"2755","all ages",2001-05-06,"IL",56,9,1705,12437645,3
"2756","all ages",2001-05-13,"IL",50,3,1677,12437645,3
"2757","all ages",2001-05-20,"IL",48,9,1610,12437645,3
"2758","all ages",2001-05-27,"IL",36,3,1636,12437645,3
"2759","all ages",2001-06-03,"IL",52,4,1855,12437645,3
"2760","all ages",2001-06-10,"IL",40,6,1750,12437645,3
"2761","all ages",2001-06-17,"IL",29,7,1584,12437645,3
"2762","all ages",2001-06-24,"IL",31,3,1566,12437645,3
"2763","all ages",2001-07-01,"IL",26,5,1489,12507833,3
"2764","all ages",2001-07-08,"IL",33,4,1425,12507833,3
"2765","all ages",2001-07-15,"IL",20,7,1449,12507833,3
"2766","all ages",2001-07-22,"IL",22,4,1373,12507833,3
"2767","all ages",2001-07-29,"IL",23,1,1376,12507833,3
"2768","all ages",2001-08-05,"IL",24,1,1363,12507833,3
"2769","all ages",2001-08-12,"IL",20,3,1351,12507833,3
"2770","all ages",2001-08-19,"IL",26,1,1424,12507833,3
"2771","all ages",2001-08-26,"IL",21,5,1410,12507833,3
"2772","all ages",2001-09-02,"IL",26,3,1444,12507833,3
"2773","all ages",2001-09-09,"IL",21,3,1443,12507833,3
"2774","all ages",2001-09-16,"IL",33,4,1585,12507833,3
"2775","all ages",2001-09-23,"IL",38,11,1644,12507833,3
"2776","all ages",2001-09-30,"IL",41,5,1802,12507833,3
"2777","all ages",2001-10-07,"IL",42,2,1992,12507833,3
"2778","all ages",2001-10-14,"IL",46,6,1789,12507833,3
"2779","all ages",2001-10-21,"IL",40,14,1887,12507833,3
"2780","all ages",2001-10-28,"IL",42,12,1896,12507833,3
"2781","all ages",2001-11-04,"IL",48,10,1872,12507833,3
"2782","all ages",2001-11-11,"IL",54,13,1919,12507833,3
"2783","all ages",2001-11-18,"IL",50,6,1802,12507833,3
"2784","all ages",2001-11-25,"IL",60,11,2000,12507833,3
"2785","all ages",2001-12-02,"IL",68,16,1981,12507833,3
"2786","all ages",2001-12-09,"IL",46,11,1977,12507833,3
"2787","all ages",2001-12-16,"IL",56,17,2005,12507833,3
"2788","all ages",2001-12-23,"IL",80,21,2352,12507833,3
"2789","all ages",2001-12-30,"IL",79,25,2672,12507833,3
"2790","all ages",2002-01-06,"IL",56,41,2521,12507833,3
"2791","all ages",2002-01-13,"IL",55,43,2232,12507833,3
"2792","all ages",2002-01-20,"IL",47,87,2598,12507833,3
"2793","all ages",2002-01-27,"IL",63,129,2768,12507833,3
"2794","all ages",2002-02-03,"IL",74,151,2904,12507833,3
"2795","all ages",2002-02-10,"IL",72,195,3014,12507833,3
"2796","all ages",2002-02-17,"IL",63,215,2974,12507833,3
"2797","all ages",2002-02-24,"IL",81,191,2905,12507833,3
"2798","all ages",2002-03-03,"IL",67,153,2695,12507833,3
"2799","all ages",2002-03-10,"IL",56,96,2401,12507833,3
"2800","all ages",2002-03-17,"IL",58,48,2144,12507833,3
"2801","all ages",2002-03-24,"IL",48,55,2055,12507833,3
"2802","all ages",2002-03-31,"IL",63,28,2261,12507833,3
"2803","all ages",2002-04-07,"IL",69,12,2140,12507833,3
"2804","all ages",2002-04-14,"IL",43,9,2003,12507833,3
"2805","all ages",2002-04-21,"IL",39,6,1724,12507833,3
"2806","all ages",2002-04-28,"IL",33,6,1752,12507833,3
"2807","all ages",2002-05-05,"IL",42,2,1775,12507833,3
"2808","all ages",2002-05-12,"IL",34,2,1780,12507833,3
"2809","all ages",2002-05-19,"IL",38,4,1825,12507833,3
"2810","all ages",2002-05-26,"IL",48,2,1850,12507833,3
"2811","all ages",2002-06-02,"IL",38,3,1800,12507833,3
"2812","all ages",2002-06-09,"IL",28,2,1659,12507833,3
"2813","all ages",2002-06-16,"IL",32,5,1566,12507833,3
"2814","all ages",2002-06-23,"IL",29,4,1599,12507833,3
"2815","all ages",2002-06-30,"IL",21,1,1426,12507833,3
"2816","all ages",2002-07-07,"IL",33,4,1592,12558229,3
"2817","all ages",2002-07-14,"IL",25,4,1521,12558229,3
"2818","all ages",2002-07-21,"IL",24,1,1505,12558229,3
"2819","all ages",2002-07-28,"IL",22,0,1447,12558229,3
"2820","all ages",2002-08-04,"IL",15,3,1448,12558229,3
"2821","all ages",2002-08-11,"IL",27,2,1559,12558229,3
"2822","all ages",2002-08-18,"IL",16,7,1478,12558229,3
"2823","all ages",2002-08-25,"IL",23,5,1528,12558229,3
"2824","all ages",2002-09-01,"IL",23,5,1543,12558229,3
"2825","all ages",2002-09-08,"IL",15,2,1549,12558229,3
"2826","all ages",2002-09-15,"IL",26,4,1721,12558229,3
"2827","all ages",2002-09-22,"IL",36,4,1742,12558229,3
"2828","all ages",2002-09-29,"IL",35,3,1701,12558229,3
"2829","all ages",2002-10-06,"IL",19,7,1757,12558229,3
"2830","all ages",2002-10-13,"IL",25,5,1768,12558229,3
"2831","all ages",2002-10-20,"IL",29,4,1740,12558229,3
"2832","all ages",2002-10-27,"IL",46,7,1781,12558229,3
"2833","all ages",2002-11-03,"IL",59,4,1916,12558229,3
"2834","all ages",2002-11-10,"IL",47,7,1991,12558229,3
"2835","all ages",2002-11-17,"IL",36,7,1853,12558229,3
"2836","all ages",2002-11-24,"IL",49,7,1739,12558229,3
"2837","all ages",2002-12-01,"IL",48,12,1963,12558229,3
"2838","all ages",2002-12-08,"IL",41,13,2005,12558229,3
"2839","all ages",2002-12-15,"IL",37,17,1873,12558229,3
"2840","all ages",2002-12-22,"IL",54,26,1923,12558229,3
"2841","all ages",2002-12-29,"IL",67,29,2409,12558229,3
"2842","all ages",2003-01-05,"IL",44,21,2343,12558229,3
"2843","all ages",2003-01-12,"IL",53,42,2042,12558229,3
"2844","all ages",2003-01-19,"IL",37,67,2106,12558229,3
"2845","all ages",2003-01-26,"IL",50,91,2349,12558229,3
"2846","all ages",2003-02-02,"IL",46,112,2349,12558229,3
"2847","all ages",2003-02-09,"IL",66,104,2433,12558229,3
"2848","all ages",2003-02-16,"IL",51,71,2440,12558229,3
"2849","all ages",2003-02-23,"IL",61,43,2311,12558229,3
"2850","all ages",2003-03-02,"IL",41,37,2118,12558229,3
"2851","all ages",2003-03-09,"IL",55,28,2233,12558229,3
"2852","all ages",2003-03-16,"IL",56,30,2215,12558229,3
"2853","all ages",2003-03-23,"IL",49,13,1985,12558229,3
"2854","all ages",2003-03-30,"IL",49,8,1941,12558229,3
"2855","all ages",2003-04-06,"IL",60,6,1882,12558229,3
"2856","all ages",2003-04-13,"IL",62,7,1887,12558229,3
"2857","all ages",2003-04-20,"IL",64,6,1822,12558229,3
"2858","all ages",2003-04-27,"IL",43,7,1828,12558229,3
"2859","all ages",2003-05-04,"IL",36,6,1815,12558229,3
"2860","all ages",2003-05-11,"IL",48,2,1766,12558229,3
"2861","all ages",2003-05-18,"IL",51,5,1741,12558229,3
"2862","all ages",2003-05-25,"IL",49,3,1743,12558229,3
"2863","all ages",2003-06-01,"IL",38,5,1827,12558229,3
"2864","all ages",2003-06-08,"IL",29,1,1698,12558229,3
"2865","all ages",2003-06-15,"IL",27,1,1601,12558229,3
"2866","all ages",2003-06-22,"IL",34,4,1569,12558229,3
"2867","all ages",2003-06-29,"IL",25,7,1409,12558229,3
"2868","all ages",2003-07-06,"IL",26,1,1512,12597981,3
"2869","all ages",2003-07-13,"IL",23,2,1441,12597981,3
"2870","all ages",2003-07-20,"IL",16,3,1418,12597981,3
"2871","all ages",2003-07-27,"IL",21,4,1437,12597981,3
"2872","all ages",2003-08-03,"IL",14,5,1444,12597981,3
"2873","all ages",2003-08-10,"IL",17,2,1454,12597981,3
"2874","all ages",2003-08-17,"IL",18,4,1497,12597981,3
"2875","all ages",2003-08-24,"IL",20,1,1547,12597981,3
"2876","all ages",2003-08-31,"IL",29,2,1541,12597981,3
"2877","all ages",2003-09-07,"IL",29,1,1644,12597981,3
"2878","all ages",2003-09-14,"IL",28,3,1648,12597981,3
"2879","all ages",2003-09-21,"IL",32,5,1660,12597981,3
"2880","all ages",2003-09-28,"IL",29,3,1756,12597981,3
"2881","all ages",2003-10-05,"IL",47,6,1857,12597981,3
"2882","all ages",2003-10-12,"IL",43,10,1784,12597981,3
"2883","all ages",2003-10-19,"IL",35,11,1764,12597981,3
"2884","all ages",2003-10-26,"IL",51,14,1746,12597981,3
"2885","all ages",2003-11-02,"IL",37,10,1828,12597981,3
"2886","all ages",2003-11-09,"IL",31,30,1846,12597981,3
"2887","all ages",2003-11-16,"IL",43,47,1942,12597981,3
"2888","all ages",2003-11-23,"IL",36,96,1926,12597981,3
"2889","all ages",2003-11-30,"IL",62,305,2415,12597981,3
"2890","all ages",2003-12-07,"IL",54,652,2702,12597981,3
"2891","all ages",2003-12-14,"IL",70,897,2925,12597981,3
"2892","all ages",2003-12-21,"IL",87,1125,3165,12597981,3
"2893","all ages",2003-12-28,"IL",125,974,3708,12597981,3
"2894","all ages",2004-01-04,"IL",64,507,2945,12597981,3
"2895","all ages",2004-01-11,"IL",44,287,2388,12597981,3
"2896","all ages",2004-01-18,"IL",41,167,2154,12597981,3
"2897","all ages",2004-01-25,"IL",48,123,2124,12597981,3
"2898","all ages",2004-02-01,"IL",39,80,2018,12597981,3
"2899","all ages",2004-02-08,"IL",35,54,2126,12597981,3
"2900","all ages",2004-02-15,"IL",37,37,2133,12597981,3
"2901","all ages",2004-02-22,"IL",46,29,2180,12597981,3
"2902","all ages",2004-02-29,"IL",38,19,2231,12597981,3
"2903","all ages",2004-03-07,"IL",39,13,2105,12597981,3
"2904","all ages",2004-03-14,"IL",37,10,2128,12597981,3
"2905","all ages",2004-03-21,"IL",45,10,2182,12597981,3
"2906","all ages",2004-03-28,"IL",33,6,1990,12597981,3
"2907","all ages",2004-04-04,"IL",46,2,2010,12597981,3
"2908","all ages",2004-04-11,"IL",45,3,2122,12597981,3
"2909","all ages",2004-04-18,"IL",40,12,2022,12597981,3
"2910","all ages",2004-04-25,"IL",29,9,1828,12597981,3
"2911","all ages",2004-05-02,"IL",33,5,1852,12597981,3
"2912","all ages",2004-05-09,"IL",26,6,1829,12597981,3
"2913","all ages",2004-05-16,"IL",31,4,1762,12597981,3
"2914","all ages",2004-05-23,"IL",25,7,1750,12597981,3
"2915","all ages",2004-05-30,"IL",30,7,1817,12597981,3
"2916","all ages",2004-06-06,"IL",31,3,1869,12597981,3
"2917","all ages",2004-06-13,"IL",23,4,1706,12597981,3
"2918","all ages",2004-06-20,"IL",24,3,1739,12597981,3
"2919","all ages",2004-06-27,"IL",28,3,1630,12597981,3
"2920","all ages",2004-07-04,"IL",28,0,1537,12645295,3
"2921","all ages",2004-07-11,"IL",17,2,1547,12645295,3
"2922","all ages",2004-07-18,"IL",20,3,1514,12645295,3
"2923","all ages",2004-07-25,"IL",29,1,1475,12645295,3
"2924","all ages",2004-08-01,"IL",16,1,1407,12645295,3
"2925","all ages",2004-08-08,"IL",19,4,1495,12645295,3
"2926","all ages",2004-08-15,"IL",18,2,1482,12645295,3
"2927","all ages",2004-08-22,"IL",25,2,1561,12645295,3
"2928","all ages",2004-08-29,"IL",32,0,1547,12645295,3
"2929","all ages",2004-09-05,"IL",30,1,1614,12645295,3
"2930","all ages",2004-09-12,"IL",29,2,1738,12645295,3
"2931","all ages",2004-09-19,"IL",29,4,1688,12645295,3
"2932","all ages",2004-09-26,"IL",23,2,1658,12645295,3
"2933","all ages",2004-10-03,"IL",33,3,1874,12645295,3
"2934","all ages",2004-10-10,"IL",39,9,1913,12645295,3
"2935","all ages",2004-10-17,"IL",33,16,1911,12645295,3
"2936","all ages",2004-10-24,"IL",43,17,1819,12645295,3
"2937","all ages",2004-10-31,"IL",44,7,1778,12645295,3
"2938","all ages",2004-11-07,"IL",46,14,1873,12645295,3
"2939","all ages",2004-11-14,"IL",37,13,1930,12645295,3
"2940","all ages",2004-11-21,"IL",43,12,1799,12645295,3
"2941","all ages",2004-11-28,"IL",46,24,2030,12645295,3
"2942","all ages",2004-12-05,"IL",36,19,2102,12645295,3
